Menu item,Menu item,Item revenue per location,Item revenue,Item revenue (%),Items per location,Item volume,Item volume (%),AOV,Guests,Item return rate,Item re-order rate,Business date previous start,Business date previous end,Item revenue per location previous,Item revenue previous,Item revenue percentage previous,Item volume per location previous,Item volume previous,Item volume percentage previous,Item aov previous,Item guests previous,N day item return rate previous,N day item reorder rate previous,Item revenue per location absolute difference,Item revenue per location relative difference,Item revenue absolute difference,Item revenue relative difference,Item revenue percentage absolute difference,Item revenue percentage relative difference,Item volume per location absolute difference,Item volume per location relative difference,Item volume absolute difference,Item volume relative difference,Item volume percentage absolute difference,Item volume percentage relative difference,Item aov absolute difference,Item aov relative difference,Item guests absolute difference,Item guests relative difference,N day item return rate absolute difference,N day item return rate relative difference,N day item reorder rate absolute difference,N day item reorder rate relative difference
HUNGRY Grains,b67b1b2b7a9bd2b0c3164da711efaaf0,215.00,215.00,0.0009,9.0000,9,0.0004,,0,0.0000,0.0000,2025-06-30,2025-07-27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Saag Paneer,b2e5e331828a4748468e0853ec4d1f52,564.37,2257.48,0.0098,44.5000,178,0.0071,25.93,148,0.1689,0.0676,2025-06-30,2025-07-27,723.46,3617.29,0.0132,58.6000,293.0000,0.0094,30.52,276.0000,0.1413,0.0290,-159.09,-0.2199,-1359.81,-0.3759,-0.0034,-0.2567,-14.1000,-0.2406,-115.0000,-0.3925,-0.0023,-0.2407,-4.59,-0.1504,-128.0000,-0.4638,0.0276,0.1954,0.0386,1.3311
Aramark Tandoori Paneer Bowl,5632e59bde719e60562d9ae604b2d427,1023.40,1023.40,0.0044,68.0000,68,0.0027,,0,0.0000,0.0000,2025-06-30,2025-07-27,1521.06,1521.06,0.0055,101.0000,101.0000,0.0032,,0.0000,0.0000,0.0000,-497.66,-0.3272,-497.66,-0.3272,-0.0011,-0.1987,-33.0000,-0.3267,-33.0000,-0.3267,-0.0005,-0.1585,,,0.0000,,0.0000,0.0000,0.0000,0.0000
Open Water Sparkling Water,bd334657d0647a944bf877236ce1ddf7,23.00,69.00,0.0003,9.3333,28,0.0011,,20,0.0500,0.0000,2025-06-30,2025-07-27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Sixpoint Bengali IPA,fccad93ac8445f7de26a4583bcaf8796,26.00,26.00,0.0001,6.0000,6,0.0002,,5,0.0000,0.0000,2025-06-30,2025-07-27,48.00,96.00,0.0003,10.5000,21.0000,0.0007,,17.0000,0.0588,0.0000,-22.00,-0.4583,-70.00,,-0.0002,-0.6774,-4.5000,-0.4286,-15.0000,,-0.0004,-0.6424,,,-12.0000,,-0.0588,-1.0000,0.0000,0.0000
Gift Card,e9baacf6e24fcad141d621243a818dcb,80.00,80.00,0.0003,4.0000,4,0.0002,,3,0.0000,0.0000,2025-06-30,2025-07-27,50.00,50.00,0.0002,2.0000,2.0000,0.0001,,2.0000,0.0000,0.0000,30.00,0.6000,30.00,,0.0002,0.9056,2.0000,1.0000,2.0000,,0.0001,1.5000,,,1.0000,,0.0000,0.0000,0.0000,0.0000
Chicken Tikka + Avocado Salad,0728e0a55ce8f942b4f93af58819db09,971.70,3886.80,0.0168,71.5000,286,0.0115,24.92,234,0.1111,0.0513,2025-06-30,2025-07-27,1354.38,6771.90,0.0246,112.2000,561.0000,0.0180,21.52,402.0000,0.1667,0.0796,-382.68,-0.2825,-2885.10,-0.4260,-0.0078,-0.3164,-40.7000,-0.3627,-275.0000,-0.4902,-0.0065,-0.3629,3.41,0.1585,-168.0000,-0.4179,-0.0556,-0.3333,-0.0283,-0.3558
Territory Spiced Sweet Potato,8225388c3fe824cb6d91feda36d711cb,116.25,116.25,0.0005,15.0000,15,0.0006,,0,0.0000,0.0000,2025-06-30,2025-07-27,426.25,426.25,0.0016,55.0000,55.0000,0.0018,,0.0000,0.0000,0.0000,-310.00,-0.7273,-310.00,-0.7273,-0.0010,-0.6752,-40.0000,-0.7273,-40.0000,,-0.0012,-0.6589,,,0.0000,,0.0000,0.0000,0.0000,0.0000
Cureate Naan,585713c9efdef330fe5b7268f1971e85,87.50,87.50,0.0004,25.0000,25,0.0010,,0,0.0000,0.0000,2025-06-30,2025-07-27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mini Samosas,adb32f1bdc98ccdf3a40e53c1eb1948f,840.13,3360.51,0.0146,285.0000,1140,0.0457,21.88,876,0.1530,0.0765,2025-06-30,2025-07-27,694.78,3473.88,0.0126,281.6000,1408.0000,0.0452,21.16,1085.0000,0.1659,0.0912,145.35,0.2092,-113.37,-0.0326,0.0019,0.1521,3.4000,0.0121,-268.0000,-0.1903,0.0005,0.0119,0.72,0.0339,-209.0000,-0.1926,-0.0129,-0.0779,-0.0148,-0.1618
Mont Gravet Rose-gl,164ba12383ac667eb06ece5c9fccfefd,12.50,25.00,0.0001,2.5000,5,0.0002,,5,0.2000,0.0000,2025-06-30,2025-07-27,12.67,38.00,0.0001,2.3333,7.0000,0.0002,,6.0000,0.0000,0.0000,-0.17,-0.0132,-13.00,,-0.0000,-0.2164,0.1667,0.0714,-2.0000,,-0.0000,-0.1067,,,-1.0000,,0.2000,0.0000,0.0000,0.0000
Eurest Double Protein Bowl,70ada3482a674616079f490abacaeb54,216.00,432.00,0.0019,12.0000,24,0.0010,,0,0.0000,0.0000,2025-06-30,2025-07-27,144.00,144.00,0.0005,8.0000,8.0000,0.0003,,0.0000,0.0000,0.0000,72.00,0.5000,288.00,2.0000,0.0013,2.5730,4.0000,0.5000,16.0000,,0.0007,2.7471,,,0.0000,,0.0000,0.0000,0.0000,0.0000
Territory Spicy Peanut Noodle Bowl,f32b2b8ca579af2c075862176a0ea7a2,361.53,361.53,0.0016,39.0000,39,0.0016,,0,0.0000,0.0000,2025-06-30,2025-07-27,676.71,676.71,0.0025,73.0000,73.0000,0.0023,,0.0000,0.0000,0.0000,-315.18,-0.4658,-315.18,-0.4658,-0.0009,-0.3637,-34.0000,-0.4658,-34.0000,,-0.0008,-0.3321,,,0.0000,,0.0000,0.0000,0.0000,0.0000
BYO Burrito,19dfcc1e39e0cab78562faa5ab55adbb,357.80,1431.21,0.0062,27.7500,111,0.0045,26.75,100,0.1700,0.0400,2025-06-30,2025-07-27,246.65,1233.27,0.0045,19.2000,96.0000,0.0031,,91.0000,0.2198,0.0769,111.15,0.4506,197.94,0.1605,0.0017,0.3822,8.5500,0.4453,15.0000,,0.0014,0.4448,,,9.0000,,-0.0498,-0.2265,-0.0369,-0.4800
Kingfisher,ac4b1052eb1e709f36c70fd1f6f49be8,76.00,76.00,0.0003,17.0000,17,0.0007,,13,0.0000,0.0000,2025-06-30,2025-07-27,78.29,234.88,0.0009,17.6667,53.0000,0.0017,,45.0000,0.1111,0.0222,-2.29,-0.0293,-158.88,-0.6764,-0.0005,-0.6146,-0.6667,-0.0377,-36.0000,,-0.0010,-0.5991,,,-32.0000,,-0.1111,-1.0000,-0.0222,-1.0000
Aramark Lamb Bowl,6e3e799a4f29f2f1d4705368c65c296e,973.50,973.50,0.0042,59.0000,59,0.0024,,0,0.0000,0.0000,2025-06-30,2025-07-27,858.00,858.00,0.0031,52.0000,52.0000,0.0017,,0.0000,0.0000,0.0000,115.50,0.1346,115.50,0.1346,0.0011,0.3513,7.0000,0.1346,7.0000,,0.0007,0.4182,,,0.0000,,0.0000,0.0000,0.0000,0.0000
Territory Sesame Peanut Noodle,4b6d98a10d0fb75d660e034ff484a476,275.44,275.44,0.0012,44.0000,44,0.0018,,0,0.0000,0.0000,2025-06-30,2025-07-27,162.76,162.76,0.0006,26.0000,26.0000,0.0008,,0.0000,0.0000,0.0000,112.68,0.6923,112.68,0.6923,0.0006,1.0155,18.0000,0.6923,18.0000,,0.0009,1.1138,,,0.0000,,0.0000,0.0000,0.0000,0.0000
Spindrift - Grapefruit,7eb389cafb173c3fe430a2ef7af062b5,43.51,174.05,0.0008,15.5000,62,0.0025,,58,0.0690,0.0345,2025-06-30,2025-07-27,127.33,636.66,0.0023,43.6000,218.0000,0.0070,25.45,194.0000,0.1443,0.0567,-83.82,-0.6583,-462.61,-0.7266,-0.0016,-0.6744,-28.1000,-0.6445,-156.0000,-0.7156,-0.0045,-0.6446,,,-136.0000,-0.7010,-0.0754,-0.5222,-0.0222,-0.3918
Side of Veggie,2bf13144a231acbd18bd6f39bace242a,34.42,137.70,0.0006,7.2500,29,0.0012,,24,0.1250,0.0000,2025-06-30,2025-07-27,63.14,315.69,0.0011,12.6000,63.0000,0.0020,,47.0000,0.1064,0.0426,-28.71,-0.4548,-177.99,-0.5638,-0.0006,-0.4805,-5.3500,-0.4246,-34.0000,,-0.0009,-0.4248,,,-23.0000,,0.0186,0.1750,-0.0426,-1.0000
Spicy Chicken Burrito,0f9c19dd694d3299d402c77c69c32f52,790.96,3163.84,0.0137,60.7500,243,0.0097,24.45,216,0.1806,0.0509,2025-06-30,2025-07-27,93.90,469.50,0.0017,6.8000,34.0000,0.0011,,32.0000,0.2812,0.0938,697.06,7.4234,2694.34,5.7387,0.0120,7.0259,53.9500,7.9338,209.0000,,0.0087,7.9349,,,184.0000,,-0.1007,-0.3580,-0.0428,-0.4568
Rupee Lager,c9498895e746193d9ea035f9a81c3e40,158.00,474.00,0.0021,21.6667,65,0.0026,,50,0.1400,0.0800,2025-06-30,2025-07-27,93.30,373.20,0.0014,13.2500,53.0000,0.0017,,43.0000,0.0465,0.0465,64.70,0.6935,100.80,0.2701,0.0007,0.5127,8.4167,0.6352,12.0000,,0.0009,0.5332,,,7.0000,,0.0935,2.0100,0.0335,0.7200
Cureate Tandoori Paneer Bowl,3376356ad89c194dbaf7fc90d8adb7a5,229.80,229.80,0.0010,20.0000,20,0.0008,,0,0.0000,0.0000,2025-06-30,2025-07-27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Butter Chicken,9c31e042dca639957d77cf56d13f5e1d,2085.14,8340.55,0.0361,148.7500,595,0.0239,28.44,506,0.1087,0.0553,2025-06-30,2025-07-27,2281.42,11407.08,0.0415,169.0000,845.0000,0.0271,26.93,747.0000,0.1473,0.0348,-196.28,-0.0860,-3066.53,-0.2688,-0.0054,-0.1292,-20.2500,-0.1198,-250.0000,-0.2959,-0.0033,-0.1200,1.51,0.0561,-241.0000,-0.3226,-0.0386,-0.2619,0.0205,0.5898
Naan,29f3e38343ae99ac5524ed1ddb2b1d6e,669.08,2676.30,0.0116,226.7500,907,0.0364,30.92,535,0.1421,0.0673,2025-06-30,2025-07-27,400.92,2004.61,0.0073,197.2000,986.0000,0.0316,23.79,732.0000,0.1694,0.0765,268.15,0.6688,671.69,0.3351,0.0043,0.5901,29.5500,0.1498,-79.0000,-0.0801,0.0047,0.1496,7.13,0.2996,-197.0000,-0.2691,-0.0273,-0.1614,-0.0092,-0.1204
Chicken Tikka Burrito,0ce9930d26d4eadb01c2e82930e01443,39.76,159.03,0.0007,3.2500,13,0.0005,,10,0.2000,0.0000,2025-06-30,2025-07-27,103.08,515.38,0.0019,8.8000,44.0000,0.0014,,39.0000,0.3077,0.0513,-63.32,-0.6143,-356.35,-0.6914,-0.0012,-0.6325,-5.5500,-0.6307,-31.0000,,-0.0009,-0.6303,,,-29.0000,,-0.1077,-0.3500,-0.0513,-1.0000
Roti,c939c164798efd50698e30c2a594b2d4,6.00,12.00,0.0001,4.5000,9,0.0004,,6,0.1667,0.1667,2025-06-30,2025-07-27,4.38,17.50,0.0001,3.5000,14.0000,0.0004,,4.0000,0.0000,0.0000,1.62,0.3714,-5.50,,-0.0000,-0.1833,1.0000,0.2857,-5.0000,,-0.0001,-0.1960,,,2.0000,,0.1667,0.0000,0.1667,0.0000
HUNGRY Veggies,790365c0e6600906c1f142ecd0da1b51,125.00,125.00,0.0005,5.0000,5,0.0002,,0,0.0000,0.0000,2025-06-30,2025-07-27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Aloo Gobhi,d64c6c4491b32b7ee357a93508b45c4f,179.38,717.50,0.0031,14.0000,56,0.0022,,51,0.1569,0.0588,2025-06-30,2025-07-27,241.68,1208.42,0.0044,20.4000,102.0000,0.0033,,93.0000,0.1398,0.0215,-62.31,-0.2578,-490.92,-0.4062,-0.0013,-0.2928,-6.4000,-0.3137,-46.0000,-0.4510,-0.0010,-0.3140,,,-42.0000,,0.0171,0.1222,0.0373,1.7354
Side of Main,03d76c3a768e84f8c0bbad2f13d4188a,125.20,500.79,0.0022,24.7500,99,0.0040,,65,0.2000,0.1231,2025-06-30,2025-07-27,141.93,709.64,0.0026,26.0000,130.0000,0.0042,22.06,99.0000,0.2222,0.0707,-16.73,-0.1179,-208.85,-0.2943,-0.0004,-0.1595,-1.2500,-0.0481,-31.0000,-0.2385,-0.0002,-0.0484,,,-34.0000,,-0.0222,-0.1000,0.0524,0.7407
Spiced Cauli + Quinoa Bowl,1e8e6594ecff87b7c75c081bd791f412,879.10,3516.41,0.0152,72.7500,291,0.0117,24.45,258,0.1395,0.0620,2025-06-30,2025-07-27,979.39,4896.93,0.0178,85.6000,428.0000,0.0137,22.85,360.0000,0.1583,0.0667,-100.28,-0.1024,-1380.52,-0.2819,-0.0026,-0.1448,-12.8500,-0.1501,-137.0000,-0.3201,-0.0021,-0.1503,1.60,0.0701,-102.0000,-0.2833,-0.0188,-0.1187,-0.0047,-0.0698
Paneer Tikka Masala,6043fb3c3e1f6c4e9e5185337e926936,309.50,1238.00,0.0054,24.2500,97,0.0039,,75,0.1733,0.1200,2025-06-30,2025-07-27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cureate Spicy Chili Chicken Bowl,6d620f02582697b83c280be892135ddc,574.50,574.50,0.0025,50.0000,50,0.0020,,0,0.0000,0.0000,2025-06-30,2025-07-27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Maine Root Fountain Soda,53b139407870a7205e24a64b2ccf9eb2,635.36,1906.09,0.0083,202.0000,606,0.0243,21.01,503,0.1133,0.0437,2025-06-30,2025-07-27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Eurest Bowl,2c5fee8f12e4c6db066ecb2b6fa01598,2978.25,5956.50,0.0258,209.0000,418,0.0168,,0,0.0000,0.0000,2025-06-30,2025-07-27,1163.75,3491.25,0.0127,81.6667,245.0000,0.0079,,0.0000,0.0000,0.0000,1814.50,1.5592,2465.25,0.7061,0.0131,1.0320,127.3333,1.5592,173.0000,0.7061,0.0089,1.1322,,,0.0000,,0.0000,0.0000,0.0000,0.0000
HUNGRY Mains,74e7de0f09101a7be561b5d3d3058564,1930.00,1930.00,0.0084,27.0000,27,0.0011,,0,0.0000,0.0000,2025-06-30,2025-07-27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
