Menu item,Menu item,Item revenue per location,Item revenue,Item revenue (%),Items per location,Item volume,Item volume (%),AOV,Guests,Item return rate,Item re-order rate,Business date previous start,Business date previous end,Item revenue per location previous,Item revenue previous,Item revenue percentage previous,Item volume per location previous,Item volume previous,Item volume percentage previous,Item aov previous,Item guests previous,N day item return rate previous,N day item reorder rate previous,Item revenue per location absolute difference,Item revenue per location relative difference,Item revenue absolute difference,Item revenue relative difference,Item revenue percentage absolute difference,Item revenue percentage relative difference,Item volume per location absolute difference,Item volume per location relative difference,Item volume absolute difference,Item volume relative difference,Item volume percentage absolute difference,Item volume percentage relative difference,Item aov absolute difference,Item aov relative difference,Item guests absolute difference,Item guests relative difference,N day item return rate absolute difference,N day item return rate relative difference,N day item reorder rate absolute difference,N day item reorder rate relative difference
Fooda Chicken Curry Bowl,d0496ae63ea7b01cfe23225e5a1fbb82,21.33,42.66,0.0000,1.5000,3,0.0000,,0,0.0000,0.0000,2025-01-02,2025-08-25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Lamb Kebab Bowl,e67440b5f094175ee64ce831322fe016,11605.68,58028.41,0.0281,855.8000,4279,0.0189,24.82,3434,0.1811,0.0599,2025-01-02,2025-08-25,12975.55,64877.76,0.0296,1019.2000,5096.0000,0.0200,23.99,4042.0000,0.1957,0.0554,-1369.87,-0.1056,-6849.35,-0.1056,-0.0015,-0.0502,-163.4000,-0.1603,-817.0000,-0.1603,-0.0011,-0.0533,0.83,0.0346,-608.0000,-0.1504,-0.0146,-0.0746,0.0045,0.0814
Strawberry Lassi,6c09d93c3dca4c4768fd5830f10d2afb,2479.17,12395.84,0.0060,523.4000,2617,0.0116,21.84,1973,0.2651,0.0777,2025-01-02,2025-08-25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Side of Grain,343ce46c5489f43ec64a165e5323783f,175.14,875.70,0.0004,59.6000,298,0.0013,17.03,241,0.2482,0.0657,2025-01-02,2025-08-25,282.60,1413.01,0.0006,97.4000,487.0000,0.0019,16.94,322.0000,0.2981,0.1087,-107.46,-0.3803,-537.31,-0.3803,-0.0002,-0.3419,-37.8000,-0.3881,-189.0000,-0.3881,-0.0006,-0.3101,0.09,0.0051,-81.0000,-0.2516,-0.0500,-0.1676,-0.0430,-0.3956
Gift Card,e9baacf6e24fcad141d621243a818dcb,136.00,680.00,0.0003,4.4000,22,0.0001,,20,0.1667,0.0833,2025-01-02,2025-08-25,158.00,790.00,0.0004,4.4000,22.0000,0.0001,,17.0000,0.1765,0.0000,-22.00,-0.1392,-110.00,-0.1392,-0.0000,-0.0860,0.0000,0.0000,0.0000,,0.0000,0.1279,,,3.0000,,-0.0098,-0.0556,0.0833,0.0000
LaCroix - Lime,faf62b12fed0aaa5f2949360cbaacec8,79.80,79.80,0.0000,28.0000,28,0.0001,,28,0.1429,0.0000,2025-01-02,2025-08-25,54.06,216.26,0.0001,19.5000,78.0000,0.0003,,70.0000,0.2571,0.0286,25.74,0.4760,-136.46,-0.6310,-0.0001,-0.6082,8.5000,0.4359,-50.0000,,-0.0002,-0.5948,,,-42.0000,,-0.1143,-0.4444,-0.0286,-1.0000
Nutrl Strawberry,6b78379f1dc8624cf4c9e5298481fce6,80.00,80.00,0.0000,17.0000,17,0.0001,,11,0.0000,0.0000,2025-01-02,2025-08-25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Guest Services BYO Paneer Bowl,d2de8bbb76a8397561fe930e2ae89d4f,1055.39,1055.39,0.0005,67.0000,67,0.0003,,0,0.0000,0.0000,2025-01-02,2025-08-25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Aramark Marriott Extra Chicken,6af59d4f9e1522a48fc4d6daeb9f8b03,25.62,25.62,0.0000,7.0000,7,0.0000,,0,0.0000,0.0000,2025-01-02,2025-08-25,18.30,18.30,0.0000,5.0000,5.0000,0.0000,,0.0000,0.0000,0.0000,7.32,0.4000,7.32,,0.0000,0.4867,2.0000,0.4000,2.0000,,0.0000,0.5500,,,0.0000,,0.0000,0.0000,0.0000,0.0000
Grain Bowl,8f1eb7b733a778fa96d20356d25b7acb,75663.76,378318.79,0.1833,5832.6000,29163,0.1291,19.83,17912,0.2392,0.1579,2025-01-02,2025-08-25,104358.66,521793.32,0.2380,8471.2000,42356.0000,0.1663,19.08,24603.0000,0.2242,0.1523,-28694.91,-0.2750,-143474.53,-0.2750,-0.0548,-0.2301,-2638.6000,-0.3115,-13193.0000,-0.3115,-0.0372,-0.2237,0.75,0.0393,-6691.0000,-0.2720,0.0150,0.0667,0.0056,0.0371
Olipop - Lemon Lime,d0f6c9eca03c9e01cc39075f92426076,1002.64,5013.18,0.0024,280.6000,1403,0.0062,24.62,1197,0.1676,0.0462,2025-01-02,2025-08-25,1417.47,7087.35,0.0032,391.8000,1959.0000,0.0077,24.54,1715.0000,0.1819,0.0455,-414.83,-0.2927,-2074.17,-0.2927,-0.0008,-0.2489,-111.2000,-0.2838,-556.0000,-0.2838,-0.0015,-0.1926,0.08,0.0031,-518.0000,-0.3020,-0.0143,-0.0786,0.0008,0.0168
Homemade Juice,d6f19fa56665e191989db7a893806ea1,5090.42,25452.09,0.0123,1649.2000,8246,0.0365,21.84,5913,0.1928,0.0968,2025-01-02,2025-08-25,8176.79,40883.96,0.0187,2832.8000,14164.0000,0.0556,21.41,9706.0000,0.1872,0.1018,-3086.37,-0.3775,-15431.87,-0.3775,-0.0063,-0.3389,-1183.6000,-0.4178,-5918.0000,-0.4178,-0.0191,-0.3436,0.42,0.0197,-3793.0000,-0.3908,0.0056,0.0299,-0.0050,-0.0487
Spicy Chicken Burrito,0f9c19dd694d3299d402c77c69c32f52,1813.55,9067.75,0.0044,143.4000,717,0.0032,23.04,597,0.2500,0.0694,2025-01-02,2025-08-25,4548.46,22742.31,0.0104,359.0000,1795.0000,0.0070,23.58,1502.0000,0.2031,0.0593,-2734.91,-0.6013,-13674.56,-0.6013,-0.0060,-0.5766,-215.6000,-0.6006,-1078.0000,-0.6006,-0.0039,-0.5497,-0.54,-0.0229,-905.0000,-0.6025,0.0469,0.2311,0.0102,0.1720
Vanilla Mango Lassi Soft Serve,7d7ff21d8d65e0aec403985229bec204,993.55,4967.75,0.0024,253.4000,1267,0.0056,10.77,779,0.2179,0.0774,2025-01-02,2025-08-25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Aramark Chicken Bowl,9cf0f29fbbe6a8aa70f146f26519c16b,41435.86,41435.86,0.0201,2991.0000,2991,0.0132,,0,0.0000,0.0000,2025-01-02,2025-08-25,14312.29,42936.88,0.0196,1033.0000,3099.0000,0.0122,,0.0000,0.0000,0.0000,27123.57,1.8951,-1501.02,-0.0350,0.0005,0.0248,1958.0000,1.8955,-108.0000,-0.0348,0.0011,0.0882,,,0.0000,,0.0000,0.0000,0.0000,0.0000
Naan,29f3e38343ae99ac5524ed1ddb2b1d6e,3383.68,16918.41,0.0082,1371.4000,6857,0.0303,24.48,4650,0.1846,0.0773,2025-01-02,2025-08-25,2594.11,12970.53,0.0059,1286.6000,6433.0000,0.0253,23.28,4468.0000,0.2021,0.0864,789.58,0.3044,3947.88,0.3044,0.0023,0.3851,84.8000,0.0659,424.0000,0.0659,0.0051,0.2018,1.20,0.0516,182.0000,0.0407,-0.0175,-0.0866,-0.0091,-0.1050
Aloo Gobhi,d64c6c4491b32b7ee357a93508b45c4f,1664.46,8322.30,0.0040,130.8000,654,0.0029,29.83,555,0.1599,0.0325,2025-01-02,2025-08-25,743.47,3717.35,0.0017,58.4000,292.0000,0.0011,30.13,266.0000,0.2218,0.0489,920.99,1.2388,4604.95,1.2388,0.0023,1.3773,72.4000,1.2397,362.0000,1.2397,0.0017,1.5253,-0.30,-0.0098,289.0000,1.0865,-0.0619,-0.2791,-0.0164,-0.3346
Territory Spiced Sweet Potato,8225388c3fe824cb6d91feda36d711cb,2852.00,2852.00,0.0014,368.0000,368,0.0016,,0,0.0000,0.0000,2025-01-02,2025-08-25,4588.00,4588.00,0.0021,592.0000,592.0000,0.0023,,0.0000,0.0000,0.0000,-1736.00,-0.3784,-1736.00,-0.3784,-0.0007,-0.3399,-224.0000,-0.3784,-224.0000,-0.3784,-0.0007,-0.2991,,,0.0000,,0.0000,0.0000,0.0000,0.0000
BYO MARRIOT,d487fb8c91d04496604d78d6feff327c,3999.43,15997.73,0.0077,8.5000,34,0.0001,,9,0.2857,0.1429,2025-01-02,2025-08-25,5536.84,16610.52,0.0076,8.3333,25.0000,0.0001,,10.0000,0.2000,0.0000,-1537.41,-0.2777,-612.79,-0.0369,0.0002,0.0227,0.1667,0.0200,9.0000,,0.0001,0.5306,,,-1.0000,,0.0857,0.4286,0.1429,0.0000
Aramark Marriott Extra Harvest Veggies,4295b38b8db3be07ece999d1a27464c6,87.84,87.84,0.0000,24.0000,24,0.0001,,0,0.0000,0.0000,2025-01-02,2025-08-25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Aramark Marriott Spicy Chicken Avocado Bowl,38831841fd381a255fd8bf9341f2faae,3049.95,3049.95,0.0015,189.0000,189,0.0008,,0,0.0000,0.0000,2025-01-02,2025-08-25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Harvest Chicken Bowl,9fc12ff30ff414536e6f6d0bf1d8c0ef,266.90,1334.50,0.0006,26.4000,132,0.0006,20.03,101,0.2500,0.0000,2025-01-02,2025-08-25,4483.68,22418.41,0.0102,371.6000,1858.0000,0.0073,22.62,1568.0000,0.2085,0.0574,-4216.78,-0.9405,-21083.91,-0.9405,-0.0096,-0.9368,-345.2000,-0.9290,-1726.0000,-0.9290,-0.0067,-0.9199,-2.59,-0.1144,-1467.0000,-0.9356,0.0415,0.1988,-0.0574,-1.0000
Eurest APL Premium Bowl,5a4b4337af0e6c18a29cbff816f4f90b,3080.16,3080.16,0.0015,184.0000,184,0.0008,,0,0.0000,0.0000,2025-01-02,2025-08-25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Aramark Marriott Avocado,a2d83aafd0b910b46651aa44f6865672,80.00,80.00,0.0000,32.0000,32,0.0001,,0,0.0000,0.0000,2025-01-02,2025-08-25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Salad Bowl,12e1c60082e99443f0803dea36bcfd1e,2006.21,10031.03,0.0049,155.6000,778,0.0034,18.43,579,0.3460,0.1010,2025-01-02,2025-08-25,2350.44,11752.22,0.0054,187.8000,939.0000,0.0037,19.07,699.0000,0.3562,0.0887,-344.24,-0.1465,-1721.19,-0.1465,-0.0005,-0.0936,-32.2000,-0.1715,-161.0000,-0.1715,-0.0002,-0.0659,-0.64,-0.0334,-120.0000,-0.1717,-0.0103,-0.0288,0.0123,0.1388
DC Brau Pils,2a37fc9d4800d991427805654631c096,214.70,1073.50,0.0005,40.6000,203,0.0009,26.07,176,0.0935,0.0187,2025-01-02,2025-08-25,323.91,1619.55,0.0007,58.4000,292.0000,0.0011,26.20,241.0000,0.1411,0.0332,-109.21,-0.3372,-546.05,-0.3372,-0.0002,-0.2961,-17.8000,-0.3048,-89.0000,-0.3048,-0.0002,-0.2164,-0.13,-0.0048,-65.0000,-0.2697,-0.0476,-0.3375,-0.0145,-0.4369
Tandoori Chicken Ranch Wrap,d8cfa50d70c03b02deec85b84bfe21f5,101.06,404.25,0.0002,9.0000,36,0.0002,,30,,,2025-01-02,2025-08-25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Eurest Premium Bowl,4ef1567cd541218626cc69e94f7ef3b8,8635.72,25907.15,0.0126,536.3333,1609,0.0071,,0,0.0000,0.0000,2025-01-02,2025-08-25,4776.33,14329.00,0.0065,296.6667,890.0000,0.0035,,0.0000,0.0000,0.0000,3859.38,0.8080,11578.15,0.8080,0.0060,0.9199,239.6667,0.8079,719.0000,0.8079,0.0036,1.0381,,,0.0000,,0.0000,0.0000,0.0000,0.0000
Fresh Young Coconut,a2c7e426db993ca42549fef34557ea24,21.33,64.00,0.0000,5.0000,15,0.0001,,8,0.2500,0.0000,2025-01-02,2025-08-25,1306.31,6531.54,0.0030,179.2000,896.0000,0.0035,28.53,669.0000,0.1749,0.0673,-1284.97,-0.9837,-6467.54,-0.9902,-0.0029,-0.9896,-174.2000,-0.9721,-881.0000,-0.9833,-0.0035,-0.9812,,,-661.0000,-0.9880,0.0751,0.4295,-0.0673,-1.0000
Samosa Trays,c9ee468eff9c16101eb4b29cad6c5048,23.31,93.25,0.0000,1.2500,5,0.0000,,2,0.0000,0.0000,2025-01-02,2025-08-25,63.78,127.55,0.0001,2.0000,4.0000,0.0000,,3.0000,0.3333,0.0000,-40.46,-0.6345,-34.30,-0.2689,-0.0000,-0.2237,-0.7500,-0.3750,1.0000,,0.0000,0.3750,,,-1.0000,,-0.3333,-1.0000,0.0000,0.0000
Aramark Marriott BYO Spicy Chicken Bowl,648cab9548da70f671a9b6b94b287628,893.22,893.22,0.0004,50.0000,50,0.0002,,0,0.0000,0.0000,2025-01-02,2025-08-25,2519.21,2519.21,0.0011,157.0000,157.0000,0.0006,,0.0000,0.0000,0.0000,-1625.99,-0.6454,-1625.99,-0.6454,-0.0007,-0.6235,-107.0000,-0.6815,-107.0000,-0.6815,-0.0004,-0.6412,,,0.0000,,0.0000,0.0000,0.0000,0.0000
Lamb Kofta Korma,862bcdd46106196d86cd2e9bbbd63bc2,33.00,99.00,0.0000,2.0000,6,0.0000,,6,0.0000,0.0000,2025-01-02,2025-08-25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Fooda BYO Spicy Chicken Bowl,d57068bad83608be4c4db9cf12245384,104.33,208.65,0.0001,6.5000,13,0.0001,,0,0.0000,0.0000,2025-01-02,2025-08-25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Fooda Tandoori Paneer Bowl,94dd85bd3009de4c2aa15c0426355047,62.72,62.72,0.0000,4.0000,4,0.0000,,0,0.0000,0.0000,2025-01-02,2025-08-25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Rupee Lager,c9498895e746193d9ea035f9a81c3e40,850.75,3403.00,0.0016,120.7500,483,0.0021,26.16,379,0.1381,0.0381,2025-01-02,2025-08-25,1317.36,5269.44,0.0024,182.5000,730.0000,0.0029,35.90,443.0000,0.1061,0.0248,-466.61,-0.3542,-1866.44,-0.3542,-0.0008,-0.3142,-61.7500,-0.3384,-247.0000,-0.3384,-0.0007,-0.2540,-9.73,-0.2711,-64.0000,-0.1445,0.0320,0.3016,0.0133,0.5342
Swirl Soft Serve,5c81ddf65ea7d6a47fd8bbbc27c484aa,283.00,1415.00,0.0007,68.2000,341,0.0015,10.67,224,0.2418,0.0523,2025-01-02,2025-08-25,804.44,4022.20,0.0018,187.2000,936.0000,0.0037,12.19,578.0000,0.2924,0.1228,-521.44,-0.6482,-2607.20,-0.6482,-0.0011,-0.6264,-119.0000,-0.6357,-595.0000,-0.6357,-0.0022,-0.5893,-1.52,-0.1248,-354.0000,-0.6125,-0.0506,-0.1729,-0.0705,-0.5743
Aramark Spicy Chicken Bowl,e5e070ba3de69a0c6db58c04cda5d8f3,27731.52,27731.52,0.0134,1867.0000,1867,0.0083,,0,0.0000,0.0000,2025-01-02,2025-08-25,9869.62,29608.86,0.0135,664.6667,1994.0000,0.0078,,0.0000,0.0000,0.0000,17861.90,1.8098,-1877.34,-0.0634,-0.0001,-0.0054,1202.3333,1.8089,-127.0000,-0.0637,0.0004,0.0556,,,0.0000,,0.0000,0.0000,0.0000,0.0000
Roti,c939c164798efd50698e30c2a594b2d4,22.77,113.85,0.0001,15.6000,78,0.0003,,53,0.1667,0.0556,2025-01-02,2025-08-25,18.98,94.90,0.0000,13.6000,68.0000,0.0003,,49.0000,0.1837,0.0408,3.79,0.1997,18.95,,0.0000,0.2739,2.0000,0.1471,10.0000,,0.0001,0.2921,,,4.0000,,-0.0170,-0.0926,0.0147,0.3611
Eurest APL Bowl,ff79c027d1167e4e0bfde60ed13c1428,2489.76,2489.76,0.0012,168.0000,168,0.0007,,0,0.0000,0.0000,2025-01-02,2025-08-25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Guest Services BYO Spicy Chicken Bowl,3270f736f47d60493d55c5d057545db3,4304.50,4304.50,0.0021,268.0000,268,0.0012,,0,0.0000,0.0000,2025-01-02,2025-08-25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Coconut Veggie Curry,1db87b95359c565a71844665aa04df83,22.50,67.50,0.0000,1.6667,5,0.0000,,5,0.0000,0.0000,2025-01-02,2025-08-25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Guest Services BYO Chicken Bowl,5e07490fff2518f996df46e6150467f9,6132.50,6132.50,0.0030,429.0000,429,0.0019,,0,0.0000,0.0000,2025-01-02,2025-08-25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mont Gravet Rose Bottle,0e10be6450b2f06cea9938561a00102b,28.00,56.00,0.0000,1.5000,3,0.0000,,2,0.0000,0.0000,2025-01-02,2025-08-25,63.86,191.59,0.0001,2.6667,8.0000,0.0000,,6.0000,0.3333,0.1667,-35.86,-0.5616,-135.59,-0.7077,-0.0001,-0.6896,-1.1667,-0.4375,-5.0000,,-0.0000,-0.5806,,,-4.0000,,-0.3333,-1.0000,-0.1667,-1.0000
Shutdown Bowl - Chicken,d10e49e5f512ada3eb96b325186e33cd,15.00,30.00,0.0000,1.5000,3,0.0000,,3,0.0000,0.0000,2025-01-02,2025-08-25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HUNGRY Toppings,a379e37635c5f1713bd49e951e27dce4,44.75,89.50,0.0000,4.5000,9,0.0000,,0,0.0000,0.0000,2025-01-02,2025-08-25,1087.00,1087.00,0.0005,69.0000,69.0000,0.0003,,0.0000,0.0000,0.0000,-1042.25,-0.9588,-997.50,-0.9177,-0.0005,-0.9126,-64.5000,-0.9348,-60.0000,,-0.0002,-0.8524,,,0.0000,,0.0000,0.0000,0.0000,0.0000
Tandoori Paneer Burrito,4c8c37c969bd13578ef2d13e11781bd9,4671.89,23359.44,0.0113,371.2000,1856,0.0082,25.97,1481,0.1622,0.0639,2025-01-02,2025-08-25,5823.53,29117.66,0.0133,463.2000,2316.0000,0.0091,26.13,1885.0000,0.1825,0.0589,-1151.64,-0.1978,-5758.22,-0.1978,-0.0020,-0.1481,-92.0000,-0.1986,-460.0000,-0.1986,-0.0009,-0.0966,-0.16,-0.0062,-404.0000,-0.2143,-0.0203,-0.1113,0.0051,0.0860
Mango Lassi Soft Serve,5fcf149c10ea2c92c14aac3f08472cf1,203.00,1015.00,0.0005,45.2000,226,0.0010,14.19,161,0.1947,0.0177,2025-01-02,2025-08-25,2281.73,11408.64,0.0052,587.2000,2936.0000,0.0115,12.92,1743.0000,0.2255,0.0769,-2078.73,-0.9110,-10393.64,-0.9110,-0.0047,-0.9055,-542.0000,-0.9230,-2710.0000,-0.9230,-0.0105,-0.9132,1.27,0.0982,-1582.0000,-0.9076,-0.0308,-0.1365,-0.0592,-0.7698
That Fire Hot Sauce - Side,14e40e9f01921c00a883fd7cd5d5130f,12.40,62.00,0.0000,25.6000,128,0.0006,39.70,90,0.2340,0.0426,2025-01-02,2025-08-25,5.26,26.31,0.0000,11.0000,55.0000,0.0002,,31.0000,0.4516,0.0968,7.14,1.3565,35.69,,0.0000,1.5024,14.6000,1.3273,73.0000,,0.0004,1.6250,,,59.0000,,-0.2176,-0.4818,-0.0542,-0.5603
Guest Services BYO Harvest Veg Bowl,f84508232388acd0484e9dc5bf83972b,599.43,599.43,0.0003,42.0000,42,0.0002,,0,0.0000,0.0000,2025-01-02,2025-08-25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Icaro - Spearmint Yerba Mate,aa7243ca6f400ffe510c9bf89cf96707,207.66,1038.31,0.0005,48.8000,244,0.0011,26.37,220,0.1370,0.0137,2025-01-02,2025-08-25,608.01,3040.04,0.0014,143.0000,715.0000,0.0028,22.75,611.0000,0.1866,0.0409,-400.35,-0.6585,-2001.73,-0.6585,-0.0009,-0.6373,-94.2000,-0.6587,-471.0000,-0.6587,-0.0017,-0.6152,3.61,0.1589,-391.0000,-0.6399,-0.0496,-0.2658,-0.0272,-0.6652
Cureate Chicken Bowl,126e8473129e588048f0015e6cb2f377,2747.50,8242.50,0.0040,250.0000,750,0.0033,,0,0.0000,0.0000,2025-01-02,2025-08-25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
