"period","recipe_name","clean_name","portion_unit","cogs_account","total_cost","cost_per_portion","loaded_at"
"P03-2026","MI 1/2 Spinach","1/2 Spinach","Each",,0.3573,0.3573,"2026-06-24 10:52:33.596344+00"
"P03-2026","MI 1/2 Spinach 1/2 Sexygreens","1/2 Spinach 1/2 Sexygreens","Each",,0.6883,0.6883,"2026-06-24 10:52:33.596344+00"
"P03-2026","MI 1/2 Supergrains","1/2 Supergrains","Each",,0.1686,0.1686,"2026-06-24 10:52:33.596344+00"
"P03-2026","MI 1/2 Sweet Potato Tikki","1/2 Sweet Potato Tikki","Each",,0.1700,0.1700,"2026-06-24 10:52:33.596344+00"
"P03-2026","MI 1/2 Tandoori Paneer","1/2 Tandoori Paneer","Each",,0.7393,0.7393,"2026-06-24 10:52:33.596344+00"
"P03-2026","MI 1/2 Tofu + Cauliflower","1/2 Tofu + Cauliflower","Each",,0.3921,0.3921,"2026-06-24 10:52:33.596344+00"
"P03-2026","MI 1/2 Turmeric Ginger Shrimp","1/2 Turmeric Ginger Shrimp","Each",,1.4305,1.4305,"2026-06-24 10:52:33.596344+00"
"P03-2026","MI Aloo Need Is Love - In House","Aloo Need Is Love - In House","Each",,2.4284,2.4284,"2026-06-24 10:52:33.596344+00"
"P03-2026","MI Aloo Need Is Love - Online","Aloo Need Is Love - Online","Each",,0.6148,0.6148,"2026-06-24 10:52:33.596344+00"
"P03-2026","MI Aramark BYO Chicken Tikka Bowl","Aramark BYO Chicken Tikka Bowl","Each",,2.6549,2.6549,"2026-06-24 10:52:33.596344+00"
"P03-2026","MI Aramark BYO Harvest Veg Bowl","Aramark BYO Harvest Veg Bowl","Each",,2.6186,2.6186,"2026-06-24 10:52:33.596344+00"
"P03-2026","MI Aramark BYO Lamb Bowl","Aramark BYO Lamb Bowl","Each",,3.6677,3.6677,"2026-06-24 10:52:33.596344+00"
"P03-2026","MI Aramark BYO Paneer Bowl","Aramark BYO Paneer Bowl","Each",,3.0338,3.0338,"2026-06-24 10:52:33.596344+00"
"P03-2026","MI Aramark BYO Spicy Chicken Bowl","Aramark BYO Spicy Chicken Bowl","Each",,2.7344,2.7344,"2026-06-24 10:52:33.596344+00"
"P03-2026","MI Aramark Marriott BYO Chicken Tikka Bowl","Aramark Marriott BYO Chicken Tikka Bowl","Each",,2.6591,2.6591,"2026-06-24 10:52:33.596344+00"
"P03-2026","MI Aramark Marriott BYO Harvest Veg Bowl","Aramark Marriott BYO Harvest Veg Bowl","Each",,2.6228,2.6228,"2026-06-24 10:52:33.596344+00"
"P03-2026","MI Aramark Marriott BYO Paneer Bowl","Aramark Marriott BYO Paneer Bowl","Each",,3.0380,3.0380,"2026-06-24 10:52:33.596344+00"
"P03-2026","MI Aramark Marriott BYO Spicy Chicken Bowl","Aramark Marriott BYO Spicy Chicken Bowl","Each",,2.7386,2.7386,"2026-06-24 10:52:33.596344+00"
"P03-2026","MI Aramark Marriott Chicken Curry Bowl","Aramark Marriott Chicken Curry Bowl","Each",,2.3955,2.3955,"2026-06-24 10:52:33.596344+00"
"P03-2026","MI Aramark Marriott Chicken Tikka Masala Bowl","Aramark Marriott Chicken Tikka Masala Bowl","Each",,2.3663,2.3663,"2026-06-24 10:52:33.596344+00"
"P03-2026","MI Aramark Marriott Spicy Chicken Avocado Bowl","Aramark Marriott Spicy Chicken Avocado Bowl","Each",,2.3705,2.3705,"2026-06-24 10:52:33.596344+00"
"P03-2026","MI Aramark Marriott Tandoori Paneer Bowl","Aramark Marriott Tandoori Paneer Bowl","Each",,2.7834,2.7834,"2026-06-24 10:52:33.596344+00"
"P03-2026","MI Arlington Public Library Sample","Arlington Public Library Sample","Inactive",,135.7756,0.5504,"2026-06-24 10:52:33.596344+00"
"P03-2026","MI Arugula","Arugula","Each",,0.7969,0.7969,"2026-06-24 10:52:33.596344+00"
"P03-2026","MI Arugula - Classic","Arugula - Classic","Each",,0.2284,0.2284,"2026-06-24 10:52:33.596344+00"
"P03-2026","MI Arugula - Desi Deluxe","Arugula - Desi Deluxe","Each",,0.2125,0.2125,"2026-06-24 10:52:33.596344+00"
"P03-2026","MI Arugula - Party Pack","Arugula - Party Pack","Each",,0.2656,0.2656,"2026-06-24 10:52:33.596344+00"
"P03-2026","MI Aslin Trite IPA 1 can","Aslin Trite IPA 1 can","Each",,0.0000,0.0000,"2026-06-24 10:52:33.596344+00"
"P03-2026","MI Avocado","Avocado","Each",,0.2404,0.2404,"2026-06-24 10:52:33.596344+00"
"P03-2026","MI BABE Rose 1 can","BABE Rose 1 can","Each",,2.3188,2.3188,"2026-06-24 10:52:33.596344+00"
"P03-2026","MI BABE Rose 6 pack","BABE Rose 6 pack","Each",,13.9125,13.9125,"2026-06-24 10:52:33.596344+00"
"P03-2026","MI BABE White Wine 1 can","BABE White Wine 1 can","Each",,2.8542,2.8542,"2026-06-24 10:52:33.596344+00"
"P03-2026","MI Baby Spinach","Baby Spinach","Each",,0.7145,0.7145,"2026-06-24 10:52:33.596344+00"
"P03-2026","MI Baby Spinach - Classic","Baby Spinach - Classic","Each",,0.1807,0.1807,"2026-06-24 10:52:33.596344+00"
"P03-2026","MI Baby Spinach - Desi Deluxe","Baby Spinach - Desi Deluxe","Each",,0.1681,0.1681,"2026-06-24 10:52:33.596344+00"
"P03-2026","MI Baby Spinach - Party Pack","Baby Spinach - Party Pack","Each",,0.2102,0.2102,"2026-06-24 10:52:33.596344+00"
"P03-2026","MI Basmati Rice","Basmati Rice","Each",,0.2127,0.2127,"2026-06-24 10:52:33.596344+00"
"P03-2026","MI Basmati Rice - Catering - Additional Item","Basmati Rice - Catering - Additional Item","Each",,1.9786,1.9786,"2026-06-24 10:52:33.596344+00"
"P03-2026","MI Basmati Rice - Classic","Basmati Rice - Classic","Each",,0.0968,0.0968,"2026-06-24 10:52:33.596344+00"
"P03-2026","MI Basmati Rice - Desi Deluxe","Basmati Rice - Desi Deluxe","Each",,0.0904,0.0904,"2026-06-24 10:52:33.596344+00"
"P03-2026","MI Basmati Rice - Party Pack","Basmati Rice - Party Pack","Each",,0.1130,0.1130,"2026-06-24 10:52:33.596344+00"
"P03-2026","MI Basmati Rice - Side","Basmati Rice - Side","Each",,0.3327,0.3327,"2026-06-24 10:52:33.596344+00"
"P03-2026","MI Beet Raita","Beet Raita","Each",,0.3006,0.3006,"2026-06-24 10:52:33.596344+00"
"P03-2026","MI Bengali 1 can","Bengali 1 can","Each",,1.2912,1.2912,"2026-06-24 10:52:33.596344+00"
"P03-2026","MI Bengali 6 pack","Bengali 6 pack","Each",,7.7475,7.7475,"2026-06-24 10:52:33.596344+00"
"P03-2026","MI Borsao Red Blend - bottle","Borsao Red Blend - bottle","Each",,6.6908,6.6908,"2026-06-24 10:52:33.596344+00"
"P03-2026","MI Borsao Red Blend - glass","Borsao Red Blend - glass","Each",,1.5830,1.5830,"2026-06-24 10:52:33.596344+00"
"P03-2026","MI Butter Chicken Burrito - In House","Butter Chicken Burrito - In House","Each",,3.8445,3.8445,"2026-06-24 10:52:33.596344+00"
"P03-2026","MI Butter Chicken Burrito - Online","Butter Chicken Burrito - Online","Each",,1.0270,1.0270,"2026-06-24 10:52:33.596344+00"
"P03-2026","MI BYO Burrito - In House","BYO Burrito - In House","Each",,2.7227,2.7227,"2026-06-24 10:52:33.596344+00"
"P03-2026","MI BYO Burrito - Online","BYO Burrito - Online","Each",,1.0270,1.0270,"2026-06-24 10:52:33.596344+00"
"P03-2026","MI BYO Ginger Shrimp Bowl","BYO Ginger Shrimp Bowl","Each",,4.2666,4.2666,"2026-06-24 10:52:33.596344+00"
"P03-2026","MI BYO Lamb Kebab Bowl","BYO Lamb Kebab Bowl","Each",,2.6614,2.6614,"2026-06-24 10:52:33.596344+00"
"P03-2026","MI Cardamom Mint Julep","Cardamom Mint Julep","Each",,2.4715,2.4715,"2026-06-24 10:52:33.596344+00"
"P03-2026","MI Cardamom Mint Julep Growler","Cardamom Mint Julep Growler","Each",,13.5376,13.5376,"2026-06-24 10:52:33.596344+00"
"P03-2026","MI Cardamom Mint Julep Jar","Cardamom Mint Julep Jar","Each",,6.7689,6.7689,"2026-06-24 10:52:33.596344+00"
"P03-2026","MI Carrot Slaw","Carrot Slaw","Each",,0.0390,0.0390,"2026-06-24 10:52:33.596344+00"
"P03-2026","MI Carrot Slaw - Classic","Carrot Slaw - Classic","Each",,0.0499,0.0499,"2026-06-24 10:52:33.596344+00"
"P03-2026","MI Carrot Slaw - Desi Deluxe","Carrot Slaw - Desi Deluxe","Each",,0.0468,0.0468,"2026-06-24 10:52:33.596344+00"
"P03-2026","MI Carrot Slaw - Party Pack","Carrot Slaw - Party Pack","Each",,0.0585,0.0585,"2026-06-24 10:52:33.596344+00"
"P03-2026","MI Cater2Me Aloo Need Is Love","Cater2Me Aloo Need Is Love","Each",,2.5567,2.5567,"2026-06-24 10:52:33.596344+00"
"P03-2026","MI Cater2Me Aloo Need Is Love Salad","Cater2Me Aloo Need Is Love Salad","Each",,2.9828,2.9828,"2026-06-24 10:52:33.596344+00"
"P03-2026","MI Cater2Me Caul Me Maybe","Cater2Me Caul Me Maybe","Each",,2.7820,2.7820,"2026-06-24 10:52:33.596344+00"
"P03-2026","MI Cater2Me Eat Your Veggies","Cater2Me Eat Your Veggies","Each",,2.7405,2.7405,"2026-06-24 10:52:33.596344+00"
"P03-2026","MI Cater2Me Goa Your Own Way","Cater2Me Goa Your Own Way","Each",,5.1352,5.1352,"2026-06-24 10:52:33.596344+00"
"P03-2026","MI Cater2Me Goa Your Own Way Salad","Cater2Me Goa Your Own Way Salad","Each",,5.6032,5.6032,"2026-06-24 10:52:33.596344+00"
"P03-2026","MI Cater2Me Home Cooking","Cater2Me Home Cooking","Each",,5.2623,5.2623,"2026-06-24 10:52:33.596344+00"
"P03-2026","MI Cater2Me Home Cooking Salad","Cater2Me Home Cooking Salad","Each",,5.5620,5.5620,"2026-06-24 10:52:33.596344+00"
"P03-2026","MI Cater2Me Open Sesame","Cater2Me Open Sesame","Each",,3.5583,3.5583,"2026-06-24 10:52:33.596344+00"
"P03-2026","MI Cater2Me Open Sesame Salad","Cater2Me Open Sesame Salad","Each",,4.0263,4.0263,"2026-06-24 10:52:33.596344+00"
"P03-2026","MI Cater2Me Spicy Chili Chicken Bowl","Cater2Me Spicy Chili Chicken Bowl","Each",,3.0291,3.0291,"2026-06-24 10:52:33.596344+00"
"P05-2026","MI HUNGRY Test 6","HUNGRY Test 6","Each",,463.2570,463.2570,"2026-06-24 10:52:36.47836+00"
"P03-2026","MI Cater2Me Tikka Chance On Me","Cater2Me Tikka Chance On Me","Each",,2.9705,2.9705,"2026-06-24 10:52:33.596344+00"
"P03-2026","MI Cater2Me Tikka Chance On Me Salad","Cater2Me Tikka Chance On Me Salad","Each",,3.4385,3.4385,"2026-06-24 10:52:33.596344+00"
"P03-2026","MI Catering Aloo Gobhi Tray","Catering Aloo Gobhi Tray","Each",,14.9255,14.9255,"2026-06-24 10:52:33.596344+00"
"P03-2026","MI Catering Budgeting Test","Catering Budgeting Test","Each",,1077.6000,1077.6000,"2026-06-24 10:52:33.596344+00"
"P03-2026","MI Catering Butter Chicken Tray","Catering Butter Chicken Tray","Each",,17.0595,17.0595,"2026-06-24 10:52:33.596344+00"
"P03-2026","MI Catering Chicken Curry Tray","Catering Chicken Curry Tray","Each",,16.7697,16.7697,"2026-06-24 10:52:33.596344+00"
"P03-2026","MI Catering Chicken Tikka Masala Tray","Catering Chicken Tikka Masala Tray","Each",,17.0811,17.0811,"2026-06-24 10:52:33.596344+00"
"P03-2026","MI Catering Coconut Vegetable Curry Tray","Catering Coconut Vegetable Curry Tray","Each",,20.8034,20.8034,"2026-06-24 10:52:33.596344+00"
"P03-2026","MI Catering Disposables","Catering Disposables","Each",,0.1832,0.1832,"2026-06-24 10:52:33.596344+00"
"P03-2026","MI Catering Lamb Kofta Korma Tray","Catering Lamb Kofta Korma Tray","Each",,23.9413,23.9413,"2026-06-24 10:52:33.596344+00"
"P03-2026","MI Catering Paneer Butter Masala Tray","Catering Paneer Butter Masala Tray","Each",,18.4143,18.4143,"2026-06-24 10:52:33.596344+00"
"P03-2026","MI Catering Paneer Tikka Masala Tray","Catering Paneer Tikka Masala Tray","Each",,18.4359,18.4359,"2026-06-24 10:52:33.596344+00"
"P03-2026","MI Catering Saag Chole Tray","Catering Saag Chole Tray","Each",,5.1930,5.1930,"2026-06-24 10:52:33.596344+00"
"P03-2026","MI Catering Saag Paneer Tray","Catering Saag Paneer Tray","Each",,16.8914,16.8914,"2026-06-24 10:52:33.596344+00"
"P03-2026","MI Catering Tray Disposables","Catering Tray Disposables","Each",,1.0336,1.0336,"2026-06-24 10:52:33.596344+00"
"P03-2026","MI Catering Utensils","Catering Utensils","Each",,0.0950,0.0950,"2026-06-24 10:52:33.596344+00"
"P03-2026","MI Caul Me Maybe - In House","Caul Me Maybe - In House","Each",,2.6626,2.6626,"2026-06-24 10:52:33.596344+00"
"P03-2026","MI Caul Me Maybe - Online","Caul Me Maybe - Online","Each",,0.6148,0.6148,"2026-06-24 10:52:33.596344+00"
"P03-2026","MI Cauliflower + Potato","Cauliflower + Potato","Each",,0.8703,0.8703,"2026-06-24 10:52:33.596344+00"
"P03-2026","MI Cauliflower + Potato - Catering - Additional Item","Cauliflower + Potato - Catering - Additional Item","Each",,11.8411,11.8411,"2026-06-24 10:52:33.596344+00"
"P03-2026","MI Cauliflower + Potato - Classic","Cauliflower + Potato - Classic","Each",,0.4656,0.4656,"2026-06-24 10:52:33.596344+00"
"P03-2026","MI Cauliflower + Potato - Desi Deluxe","Cauliflower + Potato - Desi Deluxe","Each",,0.4352,0.4352,"2026-06-24 10:52:33.596344+00"
"P03-2026","MI Cauliflower + Potato - Kids","Cauliflower + Potato - Kids","Each",,0.4352,0.4352,"2026-06-24 10:52:33.596344+00"
"P03-2026","MI Cauliflower + Potato - Party Pack","Cauliflower + Potato - Party Pack","Each",,0.5440,0.5440,"2026-06-24 10:52:33.596344+00"
"P03-2026","MI Cauliflower + Potato - Side","Cauliflower + Potato - Side","Each",,1.2079,1.2079,"2026-06-24 10:52:33.596344+00"
"P03-2026","MI Charred Eggplant","Charred Eggplant","Each",,0.2328,0.2328,"2026-06-24 10:52:33.596344+00"
"P03-2026","MI Charred Eggplant - Catering - Additional Item","Charred Eggplant - Catering - Additional Item","Each",,6.7812,6.7812,"2026-06-24 10:52:33.596344+00"
"P03-2026","MI Charred Eggplant - Classic","Charred Eggplant - Classic","Each",,0.1660,0.1660,"2026-06-24 10:52:33.596344+00"
"P03-2026","MI Charred Eggplant - Desi Deluxe","Charred Eggplant - Desi Deluxe","Each",,0.1552,0.1552,"2026-06-24 10:52:33.596344+00"
"P03-2026","MI Charred Eggplant - Party Pack","Charred Eggplant - Party Pack","Each",,0.1940,0.1940,"2026-06-24 10:52:33.596344+00"
"P03-2026","MI Charred Eggplant - Side","Charred Eggplant - Side","Each",,0.7407,0.7407,"2026-06-24 10:52:33.596344+00"
"P03-2026","MI Chicken Tikka","Chicken Tikka","Each",,0.8532,0.8532,"2026-06-24 10:52:33.596344+00"
"P03-2026","MI Chicken Tikka - Catering - Additional Item","Chicken Tikka - Catering - Additional Item","Each",,12.6937,12.6937,"2026-06-24 10:52:33.596344+00"
"P03-2026","MI Chicken Tikka - Classic","Chicken Tikka - Classic","Each",,0.5141,0.5141,"2026-06-24 10:52:33.596344+00"
"P03-2026","MI Chicken Tikka - Desi Deluxe","Chicken Tikka - Desi Deluxe","Each",,0.4885,0.4885,"2026-06-24 10:52:33.596344+00"
"P03-2026","MI Chicken Tikka - Kids","Chicken Tikka - Kids","Each",,0.4266,0.4266,"2026-06-24 10:52:33.596344+00"
"P03-2026","MI Chicken Tikka - Party Pack","Chicken Tikka - Party Pack","Each",,0.5866,0.5866,"2026-06-24 10:52:33.596344+00"
"P03-2026","MI Chicken Tikka + Avocado Salad - Catering","Chicken Tikka + Avocado Salad - Catering","Each",,2.9981,2.9981,"2026-06-24 10:52:33.596344+00"
"P03-2026","MI Chicken Tikka + Avocado Salad - In House","Chicken Tikka + Avocado Salad - In House","Each",,2.8787,2.8787,"2026-06-24 10:52:33.596344+00"
"P03-2026","MI Chicken Tikka + Avocado Salad - Online","Chicken Tikka + Avocado Salad - Online","Each",,0.6148,0.6148,"2026-06-24 10:52:33.596344+00"
"P03-2026","MI Chicken Tikka Bowl - In House","Chicken Tikka Bowl - In House","Each",,2.8511,2.8511,"2026-06-24 10:52:33.596344+00"
"P03-2026","MI Chicken Tikka Bowl - Online","Chicken Tikka Bowl - Online","Each",,0.6148,0.6148,"2026-06-24 10:52:33.596344+00"
"P03-2026","MI Chicken Tikka Burrito - In House","Chicken Tikka Burrito - In House","Each",,2.9721,2.9721,"2026-06-24 10:52:33.596344+00"
"P03-2026","MI Chicken Tikka Burrito - Online","Chicken Tikka Burrito - Online","Each",,1.0270,1.0270,"2026-06-24 10:52:33.596344+00"
"P03-2026","MI Chicken Tikka Masala Bowl - OLD","Chicken Tikka Masala Bowl - OLD","Each",,3.7050,3.7050,"2026-06-24 10:52:33.596344+00"
"P03-2026","MI Chickpea Noodles","Chickpea Noodles","Each",,0.0091,0.0091,"2026-06-24 10:52:33.596344+00"
"P03-2026","MI Chili Lime Vinaigrette - Portion Cup","Chili Lime Vinaigrette - Portion Cup","Each",,0.1600,0.1600,"2026-06-24 10:52:33.596344+00"
"P03-2026","MI Chili Lime Vinaigrette Dressing","Chili Lime Vinaigrette","Each",,0.0920,0.0920,"2026-06-24 10:52:33.596344+00"
"P03-2026","MI Chips + Chutney","Chips + Chutney","Each",,0.7739,0.7739,"2026-06-24 10:52:33.596344+00"
"P03-2026","MI Chopped Cilantro","Chopped Cilantro","Each",,0.0232,0.0232,"2026-06-24 10:52:33.596344+00"
"P03-2026","MI Coconut Curry Shrimp Bowl - In House","Coconut Curry Shrimp Bowl - In House","Each",,5.1429,5.1429,"2026-06-24 10:52:33.596344+00"
"P03-2026","MI Coconut Curry Shrimp Bowl - Online","Coconut Curry Shrimp Bowl - Online","Each",,0.6148,0.6148,"2026-06-24 10:52:33.596344+00"
"P03-2026","MI Coconut Ginger - Catering - Additional Item","Coconut Ginger - Catering - Additional Item","Each",,7.0207,7.0207,"2026-06-24 10:52:33.596344+00"
"P03-2026","MI Coconut Ginger - Classic","Coconut Ginger - Classic","Each",,0.2229,0.2229,"2026-06-24 10:52:33.596344+00"
"P03-2026","MI Coconut Ginger - Desi Deluxe","Coconut Ginger - Desi Deluxe","Each",,0.2083,0.2083,"2026-06-24 10:52:33.596344+00"
"P03-2026","MI Coconut Ginger - Party Pack","Coconut Ginger - Party Pack","Each",,0.2603,0.2603,"2026-06-24 10:52:33.596344+00"
"P03-2026","MI Coconut Ginger Sauce","Coconut Ginger Sauce","Each",,0.8331,0.8331,"2026-06-24 10:52:33.596344+00"
"P03-2026","MI Combo Naan Basket Large","Combo Naan Basket Large","Each",,7.4840,7.4840,"2026-06-24 10:52:33.596344+00"
"P03-2026","MI Combo Naan Basket Small","Combo Naan Basket Small","Each",,4.2229,4.2229,"2026-06-24 10:52:33.596344+00"
"P03-2026","MI Coriander Chili Chutney","Coriander Chili Chutney","Each",,0.2262,0.2262,"2026-06-24 10:52:33.596344+00"
"P03-2026","MI Coriander Chili Chutney - Classic","Coriander Chili Chutney - Classic","Each",,0.1118,0.1118,"2026-06-24 10:52:33.596344+00"
"P03-2026","MI Coriander Chili Chutney - Desi Deluxe","Coriander Chili Chutney - Desi Deluxe","Each",,0.1249,0.1249,"2026-06-24 10:52:33.596344+00"
"P03-2026","MI Coriander Chili Chutney - Party Pack","Coriander Chili Chutney - Party Pack","Each",,0.1301,0.1301,"2026-06-24 10:52:33.596344+00"
"P05-2026","MI Pickled Radish","Pickled Radish","Each",,0.0184,0.0184,"2026-06-24 10:52:36.47836+00"
"P03-2026","MI Coriander Chili Chutney - Portion Cup","Coriander Chili Chutney - Portion Cup","Each",,0.4122,0.4122,"2026-06-24 10:52:33.596344+00"
"P03-2026","MI Cotton and Reed Rum Shot","Cotton and Reed Rum Shot","Each",,1.2612,1.2612,"2026-06-24 10:52:33.596344+00"
"P03-2026","MI CP Aloo Gobhi - Half Portion","CP Aloo Gobhi - Half Portion","Each",,0.8732,0.8732,"2026-06-24 10:52:33.596344+00"
"P03-2026","MI CP Aloo Gobhi - Side","CP Aloo Gobhi - Side","Each",,1.4284,1.4284,"2026-06-24 10:52:33.596344+00"
"P03-2026","MI CP Aloo Gobhi Plate - In House","CP Aloo Gobhi Plate - In House","Each",,2.4096,2.4096,"2026-06-24 10:52:33.596344+00"
"P03-2026","MI CP Aloo Gobhi Plate - Online","CP Aloo Gobhi Plate - Online","Each",,2.2903,2.2903,"2026-06-24 10:52:33.596344+00"
"P03-2026","MI CP Butter Chicken - Half Portion","CP Butter Chicken - Half Portion","Each",,1.3967,1.3967,"2026-06-24 10:52:33.596344+00"
"P03-2026","MI CP Butter Chicken - Side","CP Butter Chicken - Side","Each",,1.7300,1.7300,"2026-06-24 10:52:33.596344+00"
"P03-2026","MI CP Butter Chicken Plate - In House","CP Butter Chicken Plate - In House","Each",,3.4549,3.4549,"2026-06-24 10:52:33.596344+00"
"P03-2026","MI CP Butter Chicken Plate - Online","CP Butter Chicken Plate - Online","Each",,3.3356,3.3356,"2026-06-24 10:52:33.596344+00"
"P03-2026","MI CP Chicken Curry - Half Portion","CP Chicken Curry - Half Portion","Each",,1.3662,1.3662,"2026-06-24 10:52:33.596344+00"
"P03-2026","MI CP Chicken Curry - Side","CP Chicken Curry - Side","Each",,1.6995,1.6995,"2026-06-24 10:52:33.596344+00"
"P03-2026","MI CP Chicken Curry Plate - In House","CP Chicken Curry Plate - In House","Each",,3.3955,3.3955,"2026-06-24 10:52:33.596344+00"
"P03-2026","MI CP Chicken Curry Plate - Online","CP Chicken Curry Plate - Online","Each",,3.2762,3.2762,"2026-06-24 10:52:33.596344+00"
"P03-2026","MI CP Chicken Tikka Masala - Half Portion","CP Chicken Tikka Masala - Half Portion","Each",,1.3973,1.3973,"2026-06-24 10:52:33.596344+00"
"P03-2026","MI CP Chicken Tikka Masala - Side","CP Chicken Tikka Masala - Side","Each",,1.7306,1.7306,"2026-06-24 10:52:33.596344+00"
"P03-2026","MI CP Chicken Tikka Masala Plate - In House","CP Chicken Tikka Masala Plate - In House","Each",,3.4577,3.4577,"2026-06-24 10:52:33.596344+00"
"P03-2026","MI CP Chicken Tikka Masala Plate - Online","CP Chicken Tikka Masala Plate - Online","Each",,3.3384,3.3384,"2026-06-24 10:52:33.596344+00"
"P03-2026","MI CP Coconut Veggie Curry - Half Portion","CP Coconut Veggie Curry - Half Portion","Each",,1.5786,1.5786,"2026-06-24 10:52:33.596344+00"
"P03-2026","MI CP Coconut Veggie Curry - Side","CP Coconut Veggie Curry - Side","Each",,1.9462,1.9462,"2026-06-24 10:52:33.596344+00"
"P03-2026","MI CP Coconut Veggie Curry Plate - In House","CP Coconut Veggie Curry Plate - In House","Each",,3.8204,3.8204,"2026-06-24 10:52:33.596344+00"
"P03-2026","MI CP Coconut Veggie Curry Plate - Online","CP Coconut Veggie Curry Plate - Online","Each",,3.7011,3.7011,"2026-06-24 10:52:33.596344+00"
"P03-2026","MI CP Lamb Kofta Korma - Half Portion","CP Lamb Kofta Korma - Half Portion","Each",,1.9334,1.9334,"2026-06-24 10:52:33.596344+00"
"P03-2026","MI CP Lamb Kofta Korma - Side","CP Lamb Kofta Korma - Side","Each",,2.0534,2.0534,"2026-06-24 10:52:33.596344+00"
"P03-2026","MI CP Lamb Kofta Korma Plate - In House","CP Lamb Kofta Korma Plate - In House","Each",,4.0633,4.0633,"2026-06-24 10:52:33.596344+00"
"P03-2026","MI CP Lamb Kofta Korma Plate - Online","CP Lamb Kofta Korma Plate - Online","Each",,3.9440,3.9440,"2026-06-24 10:52:33.596344+00"
"P03-2026","MI CP Paneer Butter Masala - Half Portion","CP Paneer Butter Masala - Half Portion","Each",,1.4961,1.4961,"2026-06-24 10:52:33.596344+00"
"P03-2026","MI CP Paneer Butter Masala - Side","CP Paneer Butter Masala - Side","Each",,1.8625,1.8625,"2026-06-24 10:52:33.596344+00"
"P03-2026","MI CP Paneer Butter Masala Plate - In House","CP Paneer Butter Masala Plate - In House","Each",,3.6537,3.6537,"2026-06-24 10:52:33.596344+00"
"P03-2026","MI CP Paneer Butter Masala Plate - Online","CP Paneer Butter Masala Plate - Online","Each",,3.5344,3.5344,"2026-06-24 10:52:33.596344+00"
"P03-2026","MI CP Paneer Tikka Masala - Half Portion","CP Paneer Tikka Masala - Half Portion","Each",,1.4967,1.4967,"2026-06-24 10:52:33.596344+00"
"P03-2026","MI CP Paneer Tikka Masala - Side","CP Paneer Tikka Masala - Side","Each",,1.8631,1.8631,"2026-06-24 10:52:33.596344+00"
"P03-2026","MI CP Paneer Tikka Masala Plate - In House","CP Paneer Tikka Masala Plate - In House","Each",,3.6565,3.6565,"2026-06-24 10:52:33.596344+00"
"P03-2026","MI CP Paneer Tikka Masala Plate - Online","CP Paneer Tikka Masala Plate - Online","Each",,3.5372,3.5372,"2026-06-24 10:52:33.596344+00"
"P03-2026","MI CP Pick 2 Plate - In House","CP Pick 2 Plate - In House","Each",,0.8966,0.8966,"2026-06-24 10:52:33.596344+00"
"P03-2026","MI CP Pick 2 Plate - Online","CP Pick 2 Plate - Online","Each",,0.7773,0.7773,"2026-06-24 10:52:33.596344+00"
"P03-2026","MI CP Saag Chole - Half Portion","CP Saag Chole - Half Portion","Each",,0.5448,0.5448,"2026-06-24 10:52:33.596344+00"
"P03-2026","MI CP Saag Chole - Side","CP Saag Chole - Side","Each",,0.6648,0.6648,"2026-06-24 10:52:33.596344+00"
"P03-2026","MI CP Saag Chole Plate - In House","CP Saag Chole Plate - In House","Each",,1.3915,1.3915,"2026-06-24 10:52:33.596344+00"
"P03-2026","MI CP Saag Chole Plate - Online","CP Saag Chole Plate - Online","Each",,1.2722,1.2722,"2026-06-24 10:52:33.596344+00"
"P03-2026","MI CP Saag Paneer - Half Portion","CP Saag Paneer - Half Portion","Each",,1.2030,1.2030,"2026-06-24 10:52:33.596344+00"
"P03-2026","MI CP Saag Paneer - Side","CP Saag Paneer - Side","Each",,1.5694,1.5694,"2026-06-24 10:52:33.596344+00"
"P03-2026","MI CP Saag Paneer Plate - In House","CP Saag Paneer Plate - In House","Each",,2.8357,2.8357,"2026-06-24 10:52:33.596344+00"
"P03-2026","MI CP Saag Paneer Plate - Online","CP Saag Paneer Plate - Online","Each",,2.7164,2.7164,"2026-06-24 10:52:33.596344+00"
"P03-2026","MI Cranberry Chutney","Cranberry Chutney","Each",,0.0897,0.0897,"2026-06-24 10:52:33.596344+00"
"P03-2026","MI Cucumber Cubes","Cucumber Cubes","Each",,0.0363,0.0363,"2026-06-24 10:52:33.596344+00"
"P03-2026","MI Cucumber Cubes - Classic","Cucumber Cubes - Classic","Each",,0.0436,0.0436,"2026-06-24 10:52:33.596344+00"
"P03-2026","MI Cucumber Cubes - Desi Deluxe","Cucumber Cubes - Desi Deluxe","Each",,0.0406,0.0406,"2026-06-24 10:52:33.596344+00"
"P03-2026","MI Cucumber Cubes - Party Pack","Cucumber Cubes - Party Pack","Each",,0.0508,0.0508,"2026-06-24 10:52:33.596344+00"
"P03-2026","MI Cucumber Raita","Cucumber Raita","Each",,0.4323,0.4323,"2026-06-24 10:52:33.596344+00"
"P03-2026","MI DC Brau Pilsner 1 can","DC Brau Pilsner 1 can","Each",,1.5979,1.5979,"2026-06-24 10:52:33.596344+00"
"P03-2026","MI DC Brau Pilsner 6 pack","DC Brau Pilsner 6 pack","Each",,9.5875,9.5875,"2026-06-24 10:52:33.596344+00"
